id,Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Total_Expenses,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Rent,Potential_Savings_Loan_Repayment,Potential_Savings_Insurance,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
2370,86700,27,1,Business Owner,Tier_2,21770,0,3550,12160,3460,5330,1810,2770,3470,1410,2240,57970,31.5,27310,28730,650,0,110,360,350,1870,540,80,100,40,560
2371,54600,24,3,Salaried,Tier_3,9170,0,2340,7420,3810,4530,1070,2220,1590,830,2850,35830,9.6,5240,18770,280,0,70,220,380,1590,320,70,50,20,710
2372,124400,48,1,Self-Employed,Tier_3,24430,0,4740,17630,8360,12990,4410,2940,6130,5980,6910,94520,30.7,38190,29880,730,0,140,530,840,4550,1320,90,180,180,1730
2373,17300,22,0,Student,Tier_1,4020,0,830,1160,1440,490,780,450,810,70,990,11040,30.8,5330,6260,120,0,20,30,140,170,230,10,20,0,250
2374,113400,30,1,Salaried,Tier_2,27710,2930,3060,15840,8290,5640,2540,5750,3660,9860,4640,89920,23.6,26760,23480,830,90,90,480,830,1970,760,170,110,300,1160
2375,74900,35,2,Business Owner,Tier_2,11420,0,3670,9590,2810,4910,2700,4830,3270,3950,4450,51600,20.3,15200,23300,340,0,110,290,280,1720,810,140,100,120,1110
2376,35900,26,0,Salaried,Tier_2,7260,2930,610,4900,3220,2220,440,2150,1770,120,1810,27430,14.0,5030,8470,220,90,20,150,320,780,130,60,50,0,450
2377,233100,29,1,Salaried,Tier_1,68650,49440,5560,21440,20870,18650,11180,10650,12920,1400,8810,229570,29.1,67830,3530,2060,1480,170,640,2090,6530,3350,320,390,40,2200
2378,6000,63,0,Retired,Tier_2,1610,0,80,770,500,250,120,170,180,30,200,3910,34.7,2080,2090,50,0,0,20,50,90,40,10,10,0,50
2379,33200,34,3,Freelancer,Tier_3,4180,1170,1590,4770,1890,2450,1120,1300,1620,360,1790,22240,28.6,9500,10960,130,40,50,140,190,860,340,40,50,10,450
2380,203400,19,1,Business Owner,Tier_2,37600,23840,7940,19680,8500,5580,9350,11440,4570,1120,7230,136850,32.7,66510,66550,1130,720,240,590,850,1950,2800,340,140,30,1810
2381,43800,22,1,Salaried,Tier_1,10580,2270,1550,5990,3900,1830,980,2040,2550,20,1580,33290,33.8,14800,10510,320,70,50,180,390,640,290,60,80,0,400
2382,4500,19,2,Business Owner,Tier_3,1050,0,170,320,170,480,100,230,280,60,110,2970,30.4,1370,1530,30,0,10,10,20,170,30,10,10,0,30
2383,82400,37,3,Salaried,Tier_1,26720,0,2730,7820,4850,6690,1140,5850,2120,1490,3600,63010,21.6,17800,19390,800,0,80,230,480,2340,340,180,60,40,900
2384,17800,31,0,Self-Employed,Tier_3,3320,10,650,2180,1580,1360,850,700,560,140,1060,12410,9.6,1710,5390,100,0,20,70,160,480,260,20,20,0,260
2385,36900,41,1,Business Owner,Tier_1,7590,7980,770,3730,1140,3380,1500,990,2130,180,2090,31480,19.2,7080,5420,230,240,20,110,110,1180,450,30,60,10,520
2386,15000,21,0,Student,Tier_2,2520,0,530,1690,1010,910,610,580,700,30,530,9110,34.8,5220,5890,80,0,20,50,100,320,180,20,20,0,130
2387,9500,24,0,Student,Tier_3,1850,0,310,580,760,440,310,400,190,70,530,5440,34.7,3300,4060,60,0,10,20,80,150,90,10,10,0,130
2388,10900,18,0,Student,Tier_3,2930,0,430,670,580,380,240,490,640,130,610,7100,21.3,2320,3800,90,0,10,20,60,130,70,10,20,0,150
2389,86200,36,1,Salaried,Tier_1,15490,11960,4220,5800,3730,6520,2050,3470,1740,3190,5130,63300,23.1,19910,22900,460,360,130,170,370,2280,620,100,50,100,1280
2390,6000,52,1,Business Owner,Tier_2,770,540,190,750,300,640,80,230,300,120,190,4110,30.8,1850,1890,20,20,10,20,30,220,20,10,10,0,50
2391,18300,18,0,Student,Tier_2,4300,820,330,1240,550,1020,750,420,550,250,730,10960,26.6,4870,7340,130,20,10,40,60,360,220,10,20,10,180
2392,115900,31,1,Business Owner,Tier_2,28020,21690,2910,16280,3770,9550,2040,3810,4940,70,5990,99070,26.3,30480,16830,840,650,90,490,380,3340,610,110,150,0,1500
2393,7600,23,4,Self-Employed,Tier_3,1990,1020,320,1040,320,200,210,280,140,10,450,5980,29.3,2230,1620,60,30,10,30,30,70,60,10,0,0,110
2394,96100,30,1,Salaried,Tier_2,20540,0,1260,7800,8510,6780,2300,4790,5830,160,2140,60110,9.9,9510,35990,620,0,40,230,850,2370,690,140,170,0,540
2395,69600,33,1,Salaried,Tier_2,12830,0,1000,9620,6120,2050,1230,2260,4230,70,3410,42820,15.7,10930,26780,380,0,30,290,610,720,370,70,130,0,850
2396,47200,33,3,Salaried,Tier_1,10040,810,980,7900,3290,3310,1780,2890,2240,2520,1060,36820,30.7,14490,10380,300,20,30,240,330,1160,530,90,70,80,260
2397,70100,38,2,Self-Employed,Tier_2,19580,4750,3420,5900,5260,1900,1840,2740,3890,7840,2560,59680,10.1,7080,10420,590,140,100,180,530,660,550,80,120,240,640
2398,70800,45,0,Salaried,Tier_3,9620,10950,2510,4260,2400,4930,1330,3390,1140,580,3750,44860,17.1,12110,25940,290,330,80,130,240,1730,400,100,30,20,940
2399,62700,21,0,Salaried,Tier_3,18630,0,1890,4260,2790,2490,2860,1690,2210,850,1920,39590,24.3,15240,23110,560,0,60,130,280,870,860,50,70,30,480
2400,44800,45,0,Salaried,Tier_3,11660,0,1760,4000,3000,3730,1760,1380,1620,60,1870,30840,18.7,8380,13960,350,0,50,120,300,1310,530,40,50,0,470
2401,47500,34,1,Salaried,Tier_2,13850,8700,1180,3400,4150,2110,1350,2810,1820,720,2610,42700,18.1,8600,4800,420,260,40,100,420,740,400,80,50,20,650
2402,39900,33,0,Salaried,Tier_2,5990,0,790,3410,1530,2150,600,1290,930,380,2280,19350,26.1,10410,20550,180,0,20,100,150,750,180,40,30,10,570
2403,32600,45,3,Self-Employed,Tier_1,6620,760,1170,4750,1260,1640,760,1600,1930,3860,970,25320,15.9,5180,7280,200,20,40,140,130,570,230,50,60,120,240
2404,33400,66,2,Retired,Tier_3,5330,110,490,2530,1850,2620,580,1210,1290,290,1570,17870,26.3,8780,15530,160,0,10,80,180,920,170,40,40,10,390
2405,47400,59,0,Retired,Tier_1,6770,0,1280,5650,3020,2270,2250,1840,1860,820,2720,28480,26.8,12700,18920,200,0,40,170,300,790,680,60,60,20,680
2406,89800,19,0,Salaried,Tier_2,14200,300,2510,8510,4260,5710,2520,4310,4070,310,3820,50520,21.7,19490,39280,430,10,80,260,430,2000,760,130,120,10,960
2407,18800,19,0,Student,Tier_2,4900,0,280,1270,730,1490,810,990,1100,250,480,12300,33.8,6350,6500,150,0,10,40,70,520,240,30,30,10,120
2408,86500,36,3,Salaried,Tier_2,14000,0,3960,14590,4830,4190,3850,5920,3600,1060,4880,60880,19.2,16610,25620,420,0,120,440,480,1470,1160,180,110,30,1220
2409,168800,30,4,Self-Employed,Tier_2,47530,0,2480,22180,14210,5870,5620,12600,7740,6520,5870,130620,32.9,55540,38180,1430,0,70,670,1420,2050,1690,380,230,200,1470
2410,139300,31,2,Salaried,Tier_1,34730,30040,5360,19270,11290,7130,5920,6220,6070,870,2930,129830,26.1,36360,9470,1040,900,160,580,1130,2500,1780,190,180,30,730
2411,59400,22,1,Salaried,Tier_2,16160,0,2100,5280,2000,4240,2550,3270,2570,180,1920,40270,14.2,8430,19130,480,0,60,160,200,1480,760,100,80,10,480
2412,80000,19,3,Self-Employed,Tier_1,27570,8070,1180,10110,4350,5460,3170,4830,4190,430,3030,72390,15.8,12640,7610,830,240,40,300,440,1910,950,140,130,10,760
2413,27800,46,1,Salaried,Tier_3,6800,1480,980,2050,1700,2120,860,980,1040,430,690,19130,13.8,3840,8670,200,40,30,60,170,740,260,30,30,10,170
2414,45300,40,0,Salaried,Tier_2,5680,0,1870,2940,3790,2940,1960,2050,1300,790,950,24270,8.5,3850,21030,170,0,60,90,380,1030,590,60,40,20,240
2415,84800,22,2,Self-Employed,Tier_1,28580,10970,1220,7350,5730,4580,2370,2470,1240,560,4370,69440,32.7,27730,15360,860,330,40,220,570,1600,710,70,40,20,1090
2416,36100,42,2,Salaried,Tier_3,6950,7250,1460,5020,1550,1500,1090,1060,740,120,800,27540,10.0,3610,8560,210,220,40,150,160,520,330,30,20,0,200
2417,65800,26,0,Salaried,Tier_3,9750,890,2840,7560,4830,3680,1760,2960,2140,270,1760,38440,8.9,5860,27360,290,30,90,230,480,1290,530,90,60,10,440
2418,24400,50,1,Self-Employed,Tier_3,3720,0,250,3120,790,2420,620,1190,1150,2250,820,16330,22.6,5510,8070,110,0,10,90,80,850,190,40,30,70,200
2419,91000,47,2,Salaried,Tier_2,12620,0,3820,13050,6430,2030,2980,4190,5000,3250,5270,58640,19.1,17380,32360,380,0,110,390,640,710,890,130,150,100,1320
2420,138900,36,1,Salaried,Tier_1,36140,5460,4590,9330,8530,6220,1840,4620,7470,4510,3770,92480,8.9,12360,46420,1080,160,140,280,850,2180,550,140,220,140,940
2421,74900,31,2,Freelancer,Tier_3,11260,2360,2150,9510,6510,6060,3480,3710,4060,4370,2380,55850,22.6,16930,19050,340,70,60,290,650,2120,1040,110,120,130,600
2422,74100,38,0,Salaried,Tier_1,17130,0,2230,9630,2480,2020,3130,1580,2040,920,3200,44360,33.5,24820,29740,510,0,70,290,250,710,940,50,60,30,800
2423,89700,23,2,Self-Employed,Tier_1,18610,5320,3750,12920,4830,3980,1570,3240,4580,640,2690,62130,8.9,7980,27570,560,160,110,390,480,1390,470,100,140,20,670
2424,6500,31,0,Freelancer,Tier_3,1140,670,130,730,420,160,100,360,280,10,230,4230,30.4,1980,2270,30,20,0,20,40,60,30,10,10,0,60
2425,96100,44,1,Business Owner,Tier_1,21760,16020,3460,9270,4580,7040,1130,5380,2070,800,2050,73560,24.7,23740,22540,650,480,100,280,460,2460,340,160,60,20,510
2426,32900,35,1,Salaried,Tier_3,6620,0,1320,3260,1520,1410,1630,1280,880,3000,1830,22750,31.6,10400,10150,200,0,40,100,150,490,490,40,30,90,460
2427,53100,49,2,Salaried,Tier_2,14610,7870,1560,4050,1960,4090,1610,1510,1690,4530,2510,45990,12.8,6800,7110,440,240,50,120,200,1430,480,50,50,140,630
2428,37100,56,1,Retired,Tier_1,7790,0,480,3820,2870,1980,1750,940,1210,3030,980,24850,26.1,9680,12250,230,0,10,110,290,690,520,30,40,90,240
2429,7500,18,0,Student,Tier_3,1480,0,240,590,520,180,140,390,150,70,270,4030,25.2,1890,3470,40,0,10,20,50,60,40,10,0,0,70
2430,36900,38,2,Salaried,Tier_2,4570,4780,980,3390,1160,1220,580,2570,460,890,1340,21940,30.0,11070,14960,140,140,30,100,120,430,170,80,10,30,340
2431,30100,32,0,Salaried,Tier_3,4820,5310,620,3450,1290,1600,840,810,1550,120,810,21220,11.9,3580,8880,140,160,20,100,130,560,250,20,50,0,200
2432,45600,25,1,Salaried,Tier_2,8890,8790,1570,5830,3450,3910,1790,2700,1750,120,1480,40280,26.3,11990,5320,270,260,50,170,340,1370,540,80,50,0,370
2433,89200,30,5,Salaried,Tier_3,12390,0,2380,8250,5360,5460,2700,6250,4990,900,2010,50690,8.5,7580,38510,370,0,70,250,540,1910,810,190,150,30,500
2434,87500,36,2,Salaried,Tier_1,18580,0,2240,7980,3330,6060,3350,2760,5560,1070,2850,53780,17.4,15220,33720,560,0,70,240,330,2120,1000,80,170,30,710
2435,125900,42,3,Salaried,Tier_1,22220,0,3490,13880,4420,8380,2960,7510,7660,160,2540,73220,18.8,23670,52680,670,0,100,420,440,2930,890,230,230,0,640
2436,86000,26,0,Freelancer,Tier_1,26350,90,3390,7510,4980,6800,3070,3120,4060,1400,3370,64140,34.4,29580,21860,790,0,100,230,500,2380,920,90,120,40,840
2437,79700,38,2,Salaried,Tier_1,23150,2080,3060,9520,7050,3430,1960,2050,2820,2080,3440,60640,25.9,20640,19060,690,60,90,290,700,1200,590,60,80,60,860
2438,4500,40,0,Self-Employed,Tier_3,1250,350,160,540,160,470,110,240,180,30,220,3710,11.7,530,790,40,10,0,20,20,160,30,10,10,0,60
2439,37300,38,0,Salaried,Tier_3,9080,0,720,4230,2770,1260,1390,2200,930,70,1370,24020,19.6,7310,13280,270,0,20,130,280,440,420,70,30,0,340
2440,65000,35,0,Salaried,Tier_2,9980,4310,3160,4460,4740,3990,1900,3830,950,860,3390,41570,23.6,15340,23430,300,130,90,130,470,1400,570,110,30,30,850
2441,29000,21,0,Student,Tier_1,6200,0,940,1770,2150,1060,840,610,750,380,950,15650,34.1,9890,13350,190,0,30,50,220,370,250,20,20,10,240
2442,113600,42,2,Salaried,Tier_2,27880,24070,3890,18070,9990,9380,2870,7540,2610,4750,4300,115350,10.3,11700,-1750,840,720,120,540,1000,3280,860,230,80,140,1080
2443,58800,41,1,Salaried,Tier_1,9430,0,1870,8710,4200,1780,1520,2640,2440,4550,3300,40440,14.9,8760,18360,280,0,60,260,420,620,460,80,70,140,820
2444,79900,24,2,Freelancer,Tier_2,16220,11850,2130,12640,7100,5830,2920,3760,1320,1070,2780,67620,15.9,12700,12280,490,360,60,380,710,2040,880,110,40,30,700
2445,72900,31,2,Self-Employed,Tier_1,16600,12620,1940,9760,5900,2250,1020,4490,2190,2110,2780,61660,8.5,6200,11240,500,380,60,290,590,790,310,130,70,60,700
2446,26300,36,2,Business Owner,Tier_3,4390,20,900,4060,1380,1160,350,740,1510,2570,1150,18230,31.1,8180,8070,130,0,30,120,140,410,100,20,50,80,290
2447,42900,34,0,Business Owner,Tier_1,6390,840,1170,4680,1450,3750,610,1500,1380,710,1940,24420,16.5,7080,18480,190,30,40,140,140,1310,180,40,40,20,480
2448,19300,27,1,Business Owner,Tier_2,5400,3750,660,1490,1000,860,290,1230,550,0,690,15920,10.8,2080,3380,160,110,20,40,100,300,90,40,20,0,170
2449,77200,19,1,Salaried,Tier_2,15740,0,2240,6880,4350,5970,2720,3610,1200,180,4430,47320,28.3,21850,29880,470,0,70,210,440,2090,820,110,40,10,1110
2450,150700,32,0,Self-Employed,Tier_1,31090,10680,4560,15350,6240,15520,2400,6750,4730,1390,8400,107110,31.2,47020,43590,930,320,140,460,620,5430,720,200,140,40,2100
2451,76500,29,0,Salaried,Tier_1,24520,0,1520,6810,6570,5300,2780,1980,2040,890,4550,56960,14.1,10790,19540,740,0,50,200,660,1850,830,60,60,30,1140
2452,190900,30,0,Business Owner,Tier_1,44580,4870,8080,17120,8160,14800,6470,6360,11240,2080,10880,134640,29.8,56890,56260,1340,150,240,510,820,5180,1940,190,340,60,2720
2453,44000,25,0,Salaried,Tier_2,7140,7760,1510,5210,3180,2480,1010,1990,710,460,2110,33560,28.8,12670,10440,210,230,50,160,320,870,300,60,20,10,530
2454,143400,22,0,Salaried,Tier_1,24510,2250,2880,16890,12720,3200,3740,7700,2490,2350,6020,84750,33.7,48330,58650,740,70,90,510,1270,1120,1120,230,70,70,1500
2455,146200,51,1,Self-Employed,Tier_1,50190,25420,2640,12650,8440,8180,6220,8300,1970,1190,8560,133760,31.8,46490,12440,1510,760,80,380,840,2860,1870,250,60,40,2140
2456,132300,46,0,Self-Employed,Tier_2,16550,20490,3190,16590,11190,10080,2820,5230,6790,2300,4130,99360,29.7,39290,32940,500,610,100,500,1120,3530,850,160,200,70,1030
2457,77500,31,3,Salaried,Tier_2,10030,2450,1760,11590,3300,1700,1330,4570,1180,7280,1840,47030,19.9,15420,30470,300,70,50,350,330,600,400,140,40,220,460
2458,14200,18,0,Student,Tier_3,2030,0,250,1550,640,1240,420,560,690,80,810,8270,15.6,2220,5930,60,0,10,50,60,430,130,20,20,0,200
2459,167600,37,2,Salaried,Tier_1,45140,20060,3740,23020,9190,4130,7840,5500,4770,600,3710,127700,11.7,19610,39900,1350,600,110,690,920,1450,2350,160,140,20,930
2460,51700,31,1,Salaried,Tier_1,15740,0,1270,6670,2310,4640,2430,1380,1910,450,2860,39660,34.5,17840,12040,470,0,40,200,230,1620,730,40,60,10,720
2461,7000,19,0,Salaried,Tier_2,890,0,300,930,260,490,110,410,290,70,170,3920,18.3,1280,3080,30,0,10,30,30,170,30,10,10,0,40
2462,75400,36,2,Salaried,Tier_2,18080,1880,1010,10880,2390,5740,3560,2290,4680,1250,3190,54950,32.0,24130,20450,540,60,30,330,240,2010,1070,70,140,40,800
2463,62300,70,0,Retired,Tier_2,12520,0,1220,5520,3030,4120,2870,2760,2750,390,3510,38690,20.2,12580,23610,380,0,40,170,300,1440,860,80,80,10,880
2464,61400,48,0,Salaried,Tier_1,12360,230,1000,6150,2810,3910,760,1400,2560,690,1870,33740,8.3,5100,27660,370,10,30,180,280,1370,230,40,80,20,470
2465,43800,26,0,Salaried,Tier_2,8220,2330,1030,4650,2990,3760,1900,920,2300,380,1260,29740,32.8,14370,14060,250,70,30,140,300,1320,570,30,70,10,320
2466,85000,42,3,Salaried,Tier_1,23520,0,3200,11180,4550,5360,3240,3100,3990,5590,4160,67890,28.0,23800,17110,710,0,100,340,460,1880,970,90,120,170,1040
2467,62600,59,0,Salaried,Tier_1,17450,0,1380,5300,5070,3400,980,2370,800,120,3070,39940,26.7,16710,22660,520,0,40,160,510,1190,290,70,20,0,770
2468,40500,19,3,Freelancer,Tier_2,10130,4030,940,5470,1540,3010,1620,2260,2860,390,1740,33990,8.7,3520,6510,300,120,30,160,150,1050,490,70,90,10,440
2469,63700,60,3,Retired,Tier_1,9510,2100,2550,8510,2570,2800,2760,2610,2200,1110,1670,38390,13.8,8790,25310,290,60,80,260,260,980,830,80,70,30,420
2470,148300,34,0,Salaried,Tier_1,42010,25990,2420,10130,7890,7500,4640,6590,2360,440,4660,114630,12.3,18240,33670,1260,780,70,300,790,2620,1390,200,70,10,1160
2471,128900,27,0,Freelancer,Tier_1,22510,17650,3180,11840,6580,4020,4280,3460,7320,760,5660,87260,23.8,30680,41640,680,530,100,360,660,1410,1280,100,220,20,1420
2472,8100,29,3,Business Owner,Tier_1,1450,0,260,1170,640,430,220,320,360,530,460,5840,34.9,2830,2260,40,0,10,40,60,150,70,10,10,20,120
2473,51200,34,2,Salaried,Tier_2,9110,6320,2280,8030,1700,2690,2010,2570,3340,800,1160,40010,18.1,9270,11190,270,190,70,240,170,940,600,80,100,20,290
2474,73600,56,5,Business Owner,Tier_1,16630,6120,2530,11270,2410,6280,870,5260,4580,540,1490,57980,33.7,24800,15620,500,180,80,340,240,2200,260,160,140,20,370
2475,9100,44,2,Salaried,Tier_2,1580,840,370,910,740,580,150,480,190,370,220,6430,28.7,2610,2670,50,30,10,30,70,200,40,10,10,10,60
2476,43800,42,3,Freelancer,Tier_2,12180,0,1300,4320,3830,1170,1960,2200,1260,670,1980,30870,16.5,7230,12930,370,0,40,130,380,410,590,70,40,20,500
2477,59700,26,2,Salaried,Tier_2,13190,0,2950,5890,5010,5330,1140,2770,2980,610,2690,42560,24.3,14510,17140,400,0,90,180,500,1870,340,80,90,20,670
2478,167500,25,2,Self-Employed,Tier_2,38190,0,2570,22780,11580,8550,2540,3940,8680,200,3950,102980,26.0,43550,64520,1150,0,80,680,1160,2990,760,120,260,10,990
2479,59400,26,1,Business Owner,Tier_2,13620,3120,1600,3980,3720,5010,2800,1420,2790,300,3550,41910,16.7,9920,17490,410,90,50,120,370,1750,840,40,80,10,890
2480,239800,45,2,Business Owner,Tier_2,44410,25890,9850,21320,20300,25740,5830,13750,5120,70,7670,179950,8.5,20380,59850,1330,780,300,640,2030,9010,1750,410,150,0,1920
2481,136200,19,2,Self-Employed,Tier_1,44910,12200,2840,9940,7890,8340,3130,3380,4530,290,8130,105580,11.3,15390,30620,1350,370,90,300,790,2920,940,100,140,10,2030
2482,89000,26,2,Salaried,Tier_1,20440,0,4430,11620,2830,7120,2320,5820,3220,440,2530,60770,17.9,15930,28230,610,0,130,350,280,2490,700,170,100,10,630
2483,98600,34,1,Salaried,Tier_3,17390,16840,2410,13460,6140,3080,2810,2390,3240,1100,2490,71350,11.7,11540,27250,520,510,70,400,610,1080,840,70,100,30,620
2484,27800,38,0,Self-Employed,Tier_2,5510,0,860,2060,1540,710,470,810,1410,330,590,14290,24.8,6890,13510,170,0,30,60,150,250,140,20,40,10,150
2485,8100,18,0,Student,Tier_1,1460,0,170,610,410,520,220,230,230,130,390,4370,15.3,1240,3730,40,0,10,20,40,180,70,10,10,0,100
2486,101200,29,0,Business Owner,Tier_1,24400,0,3280,6790,7790,8280,3870,2380,4660,430,3940,65820,16.8,17000,35380,730,0,100,200,780,2900,1160,70,140,10,980
2487,147800,36,2,Business Owner,Tier_1,34630,0,2060,17000,8740,11020,2900,8540,5870,14420,6770,111950,30.7,45370,35850,1040,0,60,510,870,3860,870,260,180,430,1690
2488,109400,37,2,Business Owner,Tier_1,18310,21160,2430,12880,7610,9210,4860,3110,4380,10190,5590,99730,10.6,11600,9670,550,630,70,390,760,3220,1460,90,130,310,1400
2489,13400,21,0,Student,Tier_2,3710,2920,450,820,1030,860,410,360,320,20,290,11190,11.4,1530,2210,110,90,10,20,100,300,120,10,10,0,70
2490,38600,40,1,Freelancer,Tier_2,6090,300,1910,5530,3100,2770,1120,1120,1890,440,1540,25810,14.0,5400,12790,180,10,60,170,310,970,340,30,60,10,380
2491,12200,21,0,Student,Tier_2,2200,0,590,1400,820,720,610,440,170,80,460,7490,25.1,3060,4710,70,0,20,40,80,250,180,10,10,0,120
2492,107300,30,2,Salaried,Tier_1,33460,15500,2930,14630,7310,7160,1990,3250,4820,1500,5130,97680,32.0,34340,9620,1000,460,90,440,730,2510,600,100,140,40,1280
2493,66300,39,2,Salaried,Tier_2,19700,11970,1530,8240,5250,1710,2850,2420,4390,1110,2010,61180,15.3,10140,5120,590,360,50,250,520,600,860,70,130,30,500
2494,6600,20,0,Student,Tier_2,1860,80,200,810,320,190,90,350,200,70,290,4460,33.4,2200,2140,60,0,10,20,30,70,30,10,10,0,70
2495,40300,42,2,Freelancer,Tier_1,8590,2740,510,3900,1980,1700,1540,1890,1660,480,1440,26430,18.2,7330,13870,260,80,20,120,200,600,460,60,50,10,360
2496,25900,18,0,Student,Tier_3,5710,0,510,2790,1120,1310,890,1500,700,250,1160,15940,21.2,5490,9960,170,0,20,80,110,460,270,40,20,10,290
2497,44600,33,0,Self-Employed,Tier_3,6570,2530,740,3810,3380,4050,1720,2410,1960,220,1070,28460,15.8,7050,16140,200,80,20,110,340,1420,520,70,60,10,270
2498,56100,19,2,Salaried,Tier_1,12900,11280,1910,5700,4450,1320,2080,3530,1420,240,3180,48010,24.3,13630,8090,390,340,60,170,440,460,620,110,40,10,800
2499,105100,22,1,Business Owner,Tier_2,12620,7900,3280,15600,6050,5670,4960,6320,5590,1830,6070,75890,12.3,12930,29210,380,240,100,470,600,1980,1490,190,170,50,1520
2500,15800,43,2,Salaried,Tier_2,2070,1820,640,1930,1130,890,610,430,300,190,920,10930,24.7,3900,4870,60,50,20,60,110,310,180,10,10,10,230
2501,94000,40,0,Salaried,Tier_1,20980,0,3410,10060,6520,8340,2220,4930,1860,480,4430,63230,27.2,25570,30770,630,0,100,300,650,2920,670,150,60,10,1110
2502,31100,39,0,Freelancer,Tier_2,8610,0,580,2590,1450,1050,1090,1580,1630,480,1380,20440,10.2,3170,10660,260,0,20,80,140,370,330,50,50,10,340
2503,105400,35,2,Business Owner,Tier_2,25080,15420,4280,9010,4770,6980,4590,6050,6860,230,2680,85950,32.6,34360,19450,750,460,130,270,480,2440,1380,180,210,10,670
2504,6000,42,2,Salaried,Tier_2,800,190,260,730,360,460,100,350,420,30,270,3970,12.8,770,2030,20,10,10,20,40,160,30,10,10,0,70
2505,42800,19,0,Salaried,Tier_1,6660,8790,1400,4260,2760,1180,1120,2320,550,80,1770,30890,9.4,4020,11910,200,260,40,130,280,410,340,70,20,0,440
2506,24100,48,1,Salaried,Tier_3,6650,1180,620,2270,1400,640,1190,540,760,1190,1000,17440,20.7,4990,6660,200,40,20,70,140,220,360,20,20,40,250
2507,42800,44,0,Salaried,Tier_2,8610,0,1790,5120,2690,3260,1050,980,1260,660,2440,27860,10.9,4670,14940,260,0,50,150,270,1140,320,30,40,20,610
2508,149400,24,2,Self-Employed,Tier_1,35290,0,6430,11690,9820,10130,1680,9500,10010,1940,3300,99790,18.3,27340,49610,1060,0,190,350,980,3550,500,280,300,60,820
2509,66300,50,2,Salaried,Tier_1,11350,0,2190,6620,5370,5050,1560,4050,3480,330,2320,42320,29.9,19820,23980,340,0,70,200,540,1770,470,120,100,10,580
2510,159100,22,0,Salaried,Tier_1,23720,0,3020,22260,13610,13090,2600,9110,5100,2830,4810,100150,19.5,31020,58950,710,0,90,670,1360,4580,780,270,150,80,1200
2511,6000,22,0,Student,Tier_2,1420,0,130,530,450,510,240,190,290,70,210,4040,29.1,1750,1960,40,0,0,20,40,180,70,10,10,0,50
2512,28200,24,2,Salaried,Tier_3,3810,5220,1360,4390,910,1840,610,1640,1160,250,1630,22820,9.9,2790,5380,110,160,40,130,90,640,180,50,30,10,410
2513,118900,32,0,Salaried,Tier_1,30340,0,5600,8050,8860,8460,4430,3710,2280,10,4030,75770,26.3,31270,43130,910,0,170,240,890,2960,1330,110,70,0,1010
2514,78200,19,2,Salaried,Tier_3,9760,0,1540,9270,5860,6450,3870,4150,5210,600,2570,49280,25.1,19630,28920,290,0,50,280,590,2260,1160,120,160,20,640
2515,81000,38,0,Salaried,Tier_2,16760,0,3190,10830,5500,5290,1000,4110,2040,560,2160,51440,20.9,16930,29560,500,0,100,320,550,1850,300,120,60,20,540
2516,76600,54,1,Salaried,Tier_1,18860,0,2090,10270,6560,5620,1480,4170,1270,730,3200,54250,18.9,14480,22350,570,0,60,310,660,1970,440,130,40,20,800
2517,48400,33,3,Salaried,Tier_2,14120,6410,910,7950,1910,1930,1420,2750,2530,3580,1270,44780,17.1,8280,3620,420,190,30,240,190,680,430,80,80,110,320
2518,76900,35,1,Salaried,Tier_3,17710,0,1750,10310,4890,4150,2160,2880,4210,380,3750,52190,18.2,14000,24710,530,0,50,310,490,1450,650,90,130,10,940
2519,79000,48,2,Salaried,Tier_2,11020,16650,1290,9640,6970,3180,2870,2610,3180,750,1620,59780,23.3,18410,19220,330,500,40,290,700,1110,860,80,100,20,400
2520,8100,31,0,Business Owner,Tier_1,2730,810,350,1060,610,840,240,360,120,40,430,7590,24.0,1940,510,80,20,10,30,60,290,70,10,0,0,110
2521,23600,31,1,Self-Employed,Tier_2,4600,0,370,2230,950,1180,1110,600,280,1130,1050,13500,25.6,6040,10100,140,0,10,70,100,410,330,20,10,30,260
2522,140600,49,1,Salaried,Tier_1,39460,12320,5590,9980,4290,3730,4370,5090,3370,1150,2850,92200,9.7,13640,48400,1180,370,170,300,430,1310,1310,150,100,30,710
2523,111000,38,2,Salaried,Tier_1,24410,0,4990,17450,3610,2960,4420,3200,7510,1020,6280,75850,22.7,25200,35150,730,0,150,520,360,1040,1330,100,230,30,1570
2524,88000,36,2,Salaried,Tier_1,23360,17440,3850,6450,7820,3490,1950,2370,5120,8200,3260,83310,30.6,26930,4690,700,520,120,190,780,1220,580,70,150,250,820
2525,116200,33,0,Self-Employed,Tier_2,16770,24800,3900,10030,7890,3980,3240,2830,6380,1010,6360,87190,12.2,14180,29010,500,740,120,300,790,1390,970,80,190,30,1590
2526,48400,37,0,Salaried,Tier_3,8210,7870,2230,3230,2960,4240,760,1600,2420,550,1070,35140,26.8,12970,13260,250,240,70,100,300,1480,230,50,70,20,270
